name,url,star,comment,avg_price,taste,environment,services,recommend
老门框爆肚涮肉(四川北路店),http://www.dianping.com/shop/126358947,四星商户,126,148,8.8,7.9,8,"羊肉串,祖传麻酱料,手切羊后腿"
重庆高老九火锅(嘉定华润万家店),http://www.dianping.com/shop/27350247,五星商户,2598,146,9.1,9,9,"麻辣牛肉,牛蛙,合家四喜锅"
东来顺(外滩店),http://www.dianping.com/shop/22348482,四星商户,4515,194,8.6,9,8.4,"红柳枝羊肉串,景泰蓝木炭菌汤锅底,手切羊肉拼盘"
重庆镇三关火锅(中海环宇荟店),http://www.dianping.com/shop/102764567,准五星商户,849,168,8.5,8.6,9,"专攻午餐肉,空运血旺,炸豆皮"
红料理|串串有瘾(梅川店),http://www.dianping.com/shop/23875177,准五星商户,2283,86,9,8.9,8.7,"老妈蹄花,特色烧烤,烤带子裙边"
云中鱼云南蒸汽石锅鱼(浦东食品城店),http://www.dianping.com/shop/90089959,准五星商户,1272,100,8.9,8.1,8.9,"蒸汽石锅鮰鱼,玫瑰鲜花饼,江团鱼"
粮好山黄牛火锅,http://www.dianping.com/shop/100041461,五星商户,306,123,9.1,9.3,9.2,"椰子矿泉水锅底,鲜切吊龙伴,山黄牛骨鲜汤锅底"
煲宫(龙阳广场店),http://www.dianping.com/shop/16982728,准五星商户,7375,12,8.8,8.3,8.6,"煲宫精选猪肚（肚头）,煲宫养生猪肚鸡,特色煲仔饭"
颐品居热气羊肉馆(乌鲁木齐中路店),http://www.dianping.com/shop/579409,四星商户,2521,13,8.7,6.8,7.5,"热气羊肉,红烧羊肉,豆腐衣"
蒸嗨啦蒸汽海鲜主题餐厅(浦江城市生活广场店),http://www.dianping.com/shop/90042426,准五星商户,619,175,8.7,8.7,8.8,"竹蛏王,海鲜粥,基围虾"
新一哥港式精品火锅(瑞金店),http://www.dianping.com/shop/110880919,准五星商户,255,301,8.8,9,8.5,"澳洲西冷和牛,胡椒猪肚鸡汤锅,象拔蚌刺身"
杨府霸道私房火锅,http://www.dianping.com/shop/92886319,五星商户,798,232,9.1,9.1,9,"毛肚,牛蛙,5a牛肉"
小辉哥火锅(世博源店),http://www.dianping.com/shop/18202207,准五星商户,7832,134,8.7,8.7,8.4,"炸腐皮,特色雪花牛肉,口口香牛肉粒"
哈尼石锅鱼(近铁城市广场店),http://www.dianping.com/shop/97968782,准五星商户,455,145,8.7,8.9,8.8,"江团,云南菌菇锅,黑松露竹荪鱼滑卷"
耍串·川味小食研究所(保利时光里店),http://www.dianping.com/shop/96414527,准五星商户,790,79,9,9,8.8,"小酥肉,串串香,红糖糍粑"
老城区炭火蛙锅(疁城新天地店),http://www.dianping.com/shop/112035265,五星商户,123,101,8.7,8.8,9,"炭火美蛙锅,红糖糍粑,双层美蛙锅"
三人行骨头王火锅(日月光中心店),http://www.dianping.com/shop/96204531,准五星商户,539,106,8.7,8.7,8.4,"骨头王锅（大）,片皮鸭包饼,钵钵鸡"
魔焰美蛙鱼头(龙湖北城天街店),http://www.dianping.com/shop/93527828,准五星商户,1074,93,8.9,8.6,8.9,"魔盒锡纸蛙,红糖糍粑,魔法烤牛蛙"
百素我家酸菜鱼(长宁龙之梦店),http://www.dianping.com/shop/90325404,准五星商户,4494,93,8.5,8.4,8.4,"黑鱼微辣,酸菜黑鱼,百素奶豆腐"
巴顿火锅(泗泾店),http://www.dianping.com/shop/24930986,准五星商户,1980,106,9,8.7,9,"空运毛肚,肥牛,手打虾滑"
红料理|串串有瘾(复旦店),http://www.dianping.com/shop/98151430,准五星商户,626,86,8.7,8.8,8.7,"老妈蹄花,冒脑花,成都特色锅底"
三人行骨头王火锅(徐汇总店),http://www.dianping.com/shop/500668,准五星商户,27295,83,7.7,6.9,7.3,"骨头王锅（大）,骨头砂锅,厚百叶"
严记老北京涮锅(徐汇店),http://www.dianping.com/shop/2034511,准五星商户,1250,106,8.6,7.1,8.1,"热气羊肉,半肥热气羊肉,严记麻酱"
老北京涮锅,http://www.dianping.com/shop/21137140,准五星商户,162,15,8.8,7.5,8.4,"热气羊肉,羊肉串,沙茶酱"
京韵胡同羊蝎子火锅涮肉(长寿路店),http://www.dianping.com/shop/21047748,四星商户,6428,154,8.4,8.2,8.1,"羊蝎子,热气羊肉串,热气羊肉"
战炉老城区炭火蛙锅,http://www.dianping.com/shop/122117449,五星商户,264,96,8.7,8.7,9,"炭火美蛙锅,烤羊肉串,老成都红糖糍粑"
李鸭血重庆老火锅,http://www.dianping.com/shop/127096820,准五星商户,48,97,8.8,9,8.6,"鸭血,毛肚,猪黄喉"
小辉哥火锅(龙之梦购物中心虹口店),http://www.dianping.com/shop/17195312,准五星商户,8015,148,8.6,8.7,8.5,"特色雪花肥牛,炸腐皮（1例）,手打鲜虾滑"
四川香天下火锅(龙阳店),http://www.dianping.com/shop/77226805,准五星商户,2167,138,8.6,8.6,8.5,"一米牛肉,鲜毛肚,鸭血"
牛很鲜潮汕牛肉火锅,http://www.dianping.com/shop/28425895,四星商户,8950,15,8.4,8.1,7.9,"手打牛肉丸,吊龙,爽口嫩肉"
四川香天下火锅(淮海中路店),http://www.dianping.com/shop/21178675,四星商户,10884,148,8,8.2,7.7,"农家酥肉,红糖糍粑,空运鲜毛肚"
古炉火锅·老成都(七宝宝龙店),http://www.dianping.com/shop/67074123,准五星商户,1838,133,8.9,9,8.6,"古炉酥肉,古炉空运脆毛肚,瀑布禾牛"
巴愚人码头文化火锅,http://www.dianping.com/shop/112531505,准五星商户,276,97,8.6,8.7,8.1,"重庆老肉,牛蛙,鸳鸯锅底"
辣疯乐美蛙鱼头火锅,http://www.dianping.com/shop/97693974,准五星商户,590,10,8.7,9,9,"爽口脆毛肚,秘制牛蛙,重庆美蛙鱼头火锅"
北京五爷涮羊肉(田尚坊商业中心店),http://www.dianping.com/shop/24813287,四星商户,3396,147,8.4,8.3,8.2,"手切热气鲜羊肉（大份）,红柳枝大羊肉串,老北京清汤铜锅底"
麻十七重庆老麻火锅(龙盛国际商业广场店),http://www.dianping.com/shop/24770043,五星商户,3319,134,9,9.1,9.1,"脆毛肚,嫩牛肉,巴到烫嫩滑鸭血"
牛华八婆火锅串串(玫瑰坊总店),http://www.dianping.com/shop/122791862,准五星商户,347,89,8.5,8.6,8.8,"焦糖豆花,秘制牛肉串串,秘制油碟"
德荣老北京铜锅(营口路店),http://www.dianping.com/shop/32597916,准五星商户,724,105,8.8,8,8.4,"热气羊肉,蟹肉棒,金牌雪花牛肉"
唐府养生锅物料理(三林店),http://www.dianping.com/shop/16967125,准五星商户,431,105,8.8,8.9,9,"胡椒猪肚鸡锅,虾球芝士丸,辣味煲仔饭"
樱花渡火锅,http://www.dianping.com/shop/126169237,准五星商户,19,128,8.4,9,9,"调料水果,一米鹅肠,一米樱花羊肉"
粤品捞猪肚鸡(共康店),http://www.dianping.com/shop/21804103,准五星商户,759,86,8.7,8.4,8.7,"猪肚鸡,广东煲仔饭,虾滑"
青锅花椒鱼·纸包鱼(包头南路店),http://www.dianping.com/shop/23890016,五星商户,458,72,9,8,8.8,"招牌青花椒鱼活鱼现做,特色青花椒砂锅鱼,热卤鸭翅"
肥妈正宗澳门猪骨煲,http://www.dianping.com/shop/123906313,四星商户,40,13,8.5,8.4,7.8,"椒盐浓汤鸡脚骨头锅,椒盐豆腐,卤水牛杂"
陈记顺河牛肉宴(大宁店),http://www.dianping.com/shop/65752850,准五星商户,1487,126,8.6,8.4,8.6,"吊龙,手打牛肉丸,嫩牛"
蜀九香(延安西路店),http://www.dianping.com/shop/18259246,准五星商户,4891,193,8.8,9.1,8.7,"九香牛肉,精选鲜牛肚,鹅肠"
香港燚丰海鲜火锅,http://www.dianping.com/shop/95882659,准五星商户,807,440,8.7,8.1,8.5,"金汤鱼翅花胶锅,鬼马油条,燚丰招牌伊比利亚黑毛猪"
华虾乡&老北京铜锅涮羊肉(九百店),http://www.dianping.com/shop/92038411,准五星商户,818,14,8.9,8.4,8.8,"羊蝎子锅,十三香虾王,烤鲜带子"
御香海(宋园店),http://www.dianping.com/shop/2060671,准五星商户,1097,147,8.4,7.9,7.9,"生牛肉刺身,啤酒牛肉,金牌肥牛"
四川香天下火锅(泗泾店),http://www.dianping.com/shop/103620435,准五星商户,319,128,8.5,8.7,8.6,"九宫格,荣华富贵锅底,冰镇毛肚"
大龙燚火锅(长寿店),http://www.dianping.com/shop/24987441,四星商户,4649,155,8.5,8.1,8,"牛排,大刀毛肚,鸭血"
老长沙跳跳蛙,http://www.dianping.com/shop/19088793,准五星商户,1532,102,8.5,7.7,8.3,"酱爆牛蛙,弟陀跳跳蛙,盐烤蟹"
山城辣妹子(汇都店),http://www.dianping.com/shop/67230485,准五星商户,8310,120,8.8,9,9,"调料水果自助,辣妹鸳鸯锅,酒酿圆子"
四川香天下火锅(唐镇店),http://www.dianping.com/shop/97343845,准五星商户,941,131,8.6,8.6,8.6,"尼古拉斯小熊锅底,一米牛肉,水牛毛肚"
韩膳宫料理(新世界城店),http://www.dianping.com/shop/5292360,四星商户,17490,102,8.2,8,8,"五花肉,南瓜粥,秘制烤牛肉"
云南蒸汽石锅鱼(汇阳广场店),http://www.dianping.com/shop/92831216,准五星商户,741,92,8.6,8.1,8.9,"江团鱼,鮰鱼,鲜花饼"
四川香天下火锅(米岛美食中心店),http://www.dianping.com/shop/24645082,准五星商户,5694,142,8.5,8.4,8.3,"农家酥肉,空运鲜毛肚,红糖糍粑"
虹村正宗潮汕打边炉(合川路店),http://www.dianping.com/shop/2180695,准五星商户,341,480,8.9,8.1,8.3,"椒盐大王蛇,百叶包,蛇煲饭"
骨又几筒骨煲火锅料理,http://www.dianping.com/shop/110872206,准五星商户,257,95,8.8,9,9.1,"骨头锅,精品肥牛,红糖糍粑"
四川香天下火锅(延安西路店),http://www.dianping.com/shop/13803854,准五星商户,6209,137,8.4,8.4,8.2,"冰镇毛肚,红糖滋粑,挂面鸭肠"
吴记鲜定味,http://www.dianping.com/shop/20673227,四星商户,2591,188,8.3,8.1,8.4,"鸭血豆腐畅吃,台式花生粉猪血糕,牛肉"
重庆牧羊传奇火锅(杨浦新江湾城店),http://www.dianping.com/shop/93068030,五星商户,534,134,9,9,8.9,"重庆空运毛肚王,精品热切羊肉,鸳鸯锅"
老门框爆肚涮肉店(淮海东路店),http://www.dianping.com/shop/97210771,四星商户,1824,144,8.4,7.6,7.6,"爆肚,祖传麻酱料,辣椒油"
炊二哥四川火锅(长宁店),http://www.dianping.com/shop/97192868,准五星商户,1289,18,8.7,8.5,8.6,"四川空运鲜毛肚,现炸酥肉,番茄锅底"
海道传火锅,http://www.dianping.com/shop/27481399,准五星商户,5891,10,8.7,9,9,"毛肚,招牌虾滑,安格拉斯牛肉"
四川香天下火锅(川沙店),http://www.dianping.com/shop/102085517,准五星商户,764,125,8.5,8.8,8.6,"一米牛肉,尼古拉斯小熊锅底,冰镇毛肚"
那都不是锅港式打边炉(鹿都商业广场店),http://www.dianping.com/shop/126020267,准五星商户,307,102,8.6,8.2,8.3,"养颜金米浓汤锅,鲍鱼,养颜花胶鸡"
捞鲜生锅物料理,http://www.dianping.com/shop/24674307,准五星商户,3524,129,8.8,8.9,8.8,"胡椒猪肚鸡,雪花牛肉,招牌煲仔饭"
舞泽蟹物料理(新世界城店),http://www.dianping.com/shop/57503551,准五星商户,2301,353,8.8,8.8,9,"碳烤雪蟹,锅底泡饭,年轮蛋糕"
七婆串串香火锅,http://www.dianping.com/shop/8647156,准五星商户,378,72,9.1,8.3,8.3,"小肉牛丁,小排骨,鹅肠"
巴实重庆老麻火锅(虹桥新华联店),http://www.dianping.com/shop/71447884,准五星商户,1590,134,8.9,8.7,8.9,"脆毛肚,鲜脆黄喉,精品肥牛"
豆捞坊·胶原花胶火锅(万达广场松江店),http://www.dianping.com/shop/18285177,准五星商户,2976,143,8.9,9,8.7,"澳洲鲜虾滑,炸腐皮,厚切雪花牛肉"
洪员外牛腩火锅(晶品店),http://www.dianping.com/shop/92366426,准五星商户,2646,135,8.4,8.4,8.4,"招牌牛杂,蹦蹦跳跳牛蛙,招牌锅底"
巴实重庆老麻火锅(七宝宝龙店),http://www.dianping.com/shop/67346765,准五星商户,3193,133,9,8.7,8.8,"秘制嫩牛肉,巴到烫嫩滑鸭血,精品毛肚"
花好月圆宫廷火锅,http://www.dianping.com/shop/98531385,准五星商户,323,131,8.7,8.5,9,"贵妃牛肉,吾皇花胶鸡汤锅,鱼子虾滑"
八道湾热气羊肉羊蝎子火锅(三钢里店),http://www.dianping.com/shop/18526090,准五星商户,8098,13,8.5,8.1,8.5,"秘制羊蝎子锅,热气羊肉,羊肉串"
大龙燚火锅(大木桥路店),http://www.dianping.com/shop/57293677,准五星商户,2797,136,8.5,8.5,8.5,"火锅牛排,九尺鹅肠,空运大刀毛肚"
重庆巴王府火锅,http://www.dianping.com/shop/38116672,五星商户,2644,18,9,9.1,9,"精品雪花牛肉,巴王极品鹅肠,巴王脆毛肚"
禾牛赞寿喜烧,http://www.dianping.com/shop/92495016,准五星商户,558,123,8.5,8.6,8.7,"寿喜锅,牛肩肉,澳洲进口和牛雪花"
蜀城巷子老成都火锅(潍坊路店),http://www.dianping.com/shop/21792571,准五星商户,6479,126,8.6,8.3,8.1,"蜀城嫩鲜牛肉,招牌鸳鸯锅,鲜鸭血"
椰子不语(淮海路店),http://www.dianping.com/shop/32421199,四星商户,7175,176,8.3,8.7,8.4,"原味椰子鸡,椰子饭,野生珍珠马蹄"
贵家炭火烤肉(189弄购物中心店),http://www.dianping.com/shop/67261212,准五星商户,1638,93,8.4,8.3,8.4,"调味护心肉,特级黑猪五花肉,调味牛排"
哈尼石锅鱼(富都广场店),http://www.dianping.com/shop/59061360,准五星商户,1331,139,8.6,8.8,8.5,"江团,原汁原味汤底,野生菌菇三拼"
渝利火锅(漕宝路店),http://www.dianping.com/shop/97452247,准五星商户,571,127,8.5,8.7,8.7,"渝利蟹肉棒,鲜鸭血,秘制霸王蛙"
红料理|串串有瘾(物华路店),http://www.dianping.com/shop/9319683,准五星商户,2987,88,8.8,8.5,8.2,"老妈蹄花,特色烧烤,冒脑花"
七欣天品蟹轩(亿丰时代广场店),http://www.dianping.com/shop/93466250,准五星商户,966,148,9,9,9,"香辣蟹,墨鱼仔,神仙虾"
让签签飞小郡肝串串香(福州路旗舰店),http://www.dianping.com/shop/110824363,准五星商户,558,99,8.5,8.3,8.6,"香菜牛肉,烤羊肉串,秘制郡把"
销魂美蛙鱼头火锅,http://www.dianping.com/shop/92527434,准五星商户,425,109,9.1,7.6,8.6,"销魂美蛙锅底,生态毛肚,花鲢鱼头"
一锅入魂日式火锅(徐家汇店),http://www.dianping.com/shop/113155492,四星商户,568,146,8.2,8.3,8.2,"寿喜锅,上等和牛,上等牛舌"
握料理,http://www.dianping.com/shop/80550255,准五星商户,808,130,8.7,8.9,9,"刺身,厚切牛舌,鳗鱼饭"
筑间幸福锅物(东明广场店),http://www.dianping.com/shop/96544600,五星商户,412,128,9.1,9.2,9.2,"鲜菇牛奶锅,牛肉,海鲜总汇"
上渔(龙湖天街店),http://www.dianping.com/shop/102303520,准五星商户,257,78,8.8,8.6,8.7,"老坛酸菜鱼,红糖糍粑,太安鱼"
椰庭椰子鸡(徐汇日月光店),http://www.dianping.com/shop/97458389,四星商户,1467,125,8.3,8.8,8.3,"椰子冻,竹笙,火山豆腐"
熬八年台湾火锅(陆家嘴店),http://www.dianping.com/shop/122484562,四星商户,572,149,8.1,8.5,7.6,"鸭血豆腐,台湾福袋,鸳鸯锅底"
海底捞火锅(南奉公路店),http://www.dianping.com/shop/128895900,准五星商户,32,135,8.2,8.8,8.8,"捞派滑牛肉,抖抖面筋球,小酥肉"
陈记顺和牛肉店(浙江南路店),http://www.dianping.com/shop/23931777,准五星商户,5098,129,8.7,8.1,8.3,"手打牛肉丸,吊龙,嫩肉"
炉得香双层烤鸭火锅(松江店),http://www.dianping.com/shop/111928879,准五星商户,396,103,8.5,8.9,8.8,"炉得香烤鸭火锅,招牌烤鸭,烤鸭火锅"
大头椰(万象城店),http://www.dianping.com/shop/95350725,准五星商户,1282,141,8.4,9.1,8.8,"竹笙椰子鸡,腊味煲仔饭,椰汁饮料"
重庆熬家老火锅(金桥太茂店),http://www.dianping.com/shop/65598882,准五星商户,3478,126,8.7,8.7,8.7,"雪花牛肉,顶级毛肚,牛油番茄鸳鸯锅"
东来顺(爱琴海购物中心店),http://www.dianping.com/shop/110934607,四星商户,845,167,8.4,9,8.9,"热气羊肉,传统麻酱,红柳枝羊肉串"
